"Time [ms]","EddyCurrentLoss(Stator_Lamination_Primitive) [W]","HysteresisLoss(Stator_Lamination_Primitive) [W]"
300,0.2062697443499,6.48944417364978
301.5625,0.222196210974461,6.4644047609255
303.125,0.187265327290322,6.1633825254734
304.6875,0.162432579520518,5.73165387749546
306.25,0.160109779258609,5.62250490014795
307.8125,0.152702559971457,5.60035727656205
309.375,0.162023054541828,5.55401536680353
310.9375,0.180485542437981,6.08136047341065
312.5,0.164542332549487,5.80921369123618
314.0625,0.137952244906732,5.8046765849839
315.625,0.16877919615601,6.02355452275593
317.1875,0.168663816651857,6.05325870166749
318.75,0.219076924504847,6.61936566356804
320.3125,0.178203253808758,6.33965342871395
321.875,0.19059439614984,6.52939946475056
323.4375,0.200503992320241,6.51470035631516
325,0.188673564416385,6.29237468200216
326.5625,0.17941867336378,6.26415018836929
328.125,0.165024102668686,5.88844774785271
329.6875,0.142804433055966,5.57174391831463
331.25,0.151307478777993,5.81050815644852
332.812500000001,0.153872759225787,5.77466776349028
334.375000000001,0.137652880066379,5.6687981016417
335.937500000001,0.134006745247415,5.65978125422683
337.500000000001,0.16707922506587,6.12246706625942
339.062500000001,0.172813173450988,6.01302791529956
340.625000000001,0.167819194107487,6.01560053717891
342.187500000001,0.17090766972106,6.23811033066247
343.750000000001,0.164157568547191,6.21365426049209
345.312500000001,0.190915014184472,6.54853301447529
346.875000000001,0.182229646578304,6.54304636346258
348.437500000001,0.174966638450148,6.32711104261327
350.000000000001,0.171618855946949,6.24244154688189
351.562500000001,0.185220846620191,6.25984917596232
353.125000000001,0.214182238704718,6.51036360186543
354.687500000001,0.200550874011114,6.18324916297482
356.250000000001,0.185037768557362,5.94097217929164
357.812500000001,0.20260824931753,6.09861138205222
359.375000000001,0.182947803759025,5.86705079676997
360.937500000001,0.170897311557407,5.95911808845301
362.500000000001,0.163846838431445,5.84923572641462
364.062500000001,0.163542805796674,5.9441096031918
365.625000000001,0.191021943552563,6.2841846580232
367.187500000001,0.153783460752896,5.94290585063262
368.750000000001,0.183893989665729,6.27199744031291
370.312500000001,0.190982203715334,6.58782937390777
371.875000000001,0.187762112681023,6.55318341492517
373.437500000001,0.200749017900244,6.59388843166789
375.000000000001,0.21014062678734,6.38364540926271
376.562500000001,0.178551367340987,6.14225115518784
378.125000000001,0.167121851021904,5.8719889452352
379.687500000001,0.216227329143914,6.27087840113242
381.250000000001,0.168373081408822,5.74259322939348
382.812500000001,0.160414581866491,5.53157090163087
384.375000000001,0.174848348206031,5.9403695024765
385.937500000001,0.184555347994382,5.94583570910725
387.500000000001,0.172746824452097,5.93880485044764
389.062500000001,0.157030385523381,5.80160306184637
390.625000000001,0.179498137008634,6.20440554286771
392.187500000001,0.16255992476215,6.07867547686064
393.750000000001,0.206179421952917,6.42070501487581
395.312500000001,0.208828449143906,6.65510118485009
396.875000000001,0.232280336066719,6.93993731680237
398.437500000001,0.179369231152595,6.38430444647399
400.000000000001,0.176302352332803,6.45028980836986
401.562500000001,0.198326876386605,6.36820923010808
403.125000000002,0.158359277404571,5.83875358874991
404.687500000002,0.165693812706778,5.8258118923104
406.250000000002,0.142193771531345,5.54588595504036
407.812500000002,0.161268567855668,5.76998462202699
409.375000000002,0.171154811433844,5.82123223290273
410.937500000002,0.145850513882127,5.7077088858818
412.500000000002,0.169251836593239,5.87187820128864
414.062500000002,0.153330393817426,5.89762337609656
415.625000000002,0.193379629744768,6.36108502733441
417.187500000002,0.184697092966768,6.33823424009518
418.750000000002,0.188752204851193,6.30478930477976
420.312500000002,0.207789852534886,6.62194159226946
421.875000000002,0.196383247204718,6.49621876693038
423.437500000002,0.208237060794656,6.47160696350885
425.000000000002,0.218172595823066,6.58002752558748
426.562500000002,0.174529638962008,6.21602159498546
428.125000000002,0.188179245457067,6.00100218857598
429.687500000002,0.179487509067375,5.96705170931123
431.250000000002,0.210301277237248,6.14419086719592
432.812500000002,0.172057659012313,5.81296545097981
434.375000000002,0.164866613980934,5.83979388468811
435.937500000002,0.156600603561888,5.70383004370488
437.500000000002,0.207248166534492,6.30410743040249
439.062500000002,0.190082958064163,6.0966404746402
440.625000000002,0.224451541079914,6.5228713398864
442.187500000002,0.181146848102627,6.10652628356502
443.750000000002,0.217057198217725,6.41398660092591
445.312500000002,0.19255315836397,6.61670001142012
446.875000000002,0.166084599703009,6.26410128543651
448.437500000002,0.223739767947314,6.5854376127441
450,0.167555048759887,6.17906747318998
