"Iq_Set []","Time [ms]","PsiQ [Wb]"
0,300,-0.000116764112480135
0,301.5625,0.000204823101568261
0,303.125,0.000451551289622825
0,304.6875,0.000640361649892273
0,306.25,0.000877113857868671
0,307.8125,0.000977568741964217
0,309.375,0.000771688224904851
0,310.9375,0.00035598419563933
0,312.5,-9.64696180977646E-05
0,314.0625,-0.000561710631638374
0,315.625,-0.000957484055681841
0,317.1875,-0.00117073624909349
0,318.75,-0.00105883962963219
0,320.3125,-0.000840022638844229
0,321.875,-0.00065703131733854
0,323.4375,-0.000438580825360508
0,325,-0.000118910199121972
0,326.5625,0.000202223805889563
0,328.125,0.000445705246473021
0,329.6875,0.000640706006963862
0,331.25,0.000877818012416695
0,332.812500000001,0.000980417318290597
0,334.375000000001,0.000777694171908811
0,335.937500000001,0.00036584170828854
0,337.500000000001,-9.05740319966282E-05
0,339.062500000001,-0.000552594201773113
0,340.625000000001,-0.000952496978799906
0,342.187500000001,-0.00117016540414747
0,343.750000000001,-0.00105153292676149
0,345.312500000001,-0.000829505417122308
0,346.875000000001,-0.000646901366907549
0,348.437500000001,-0.000430744737322313
0,350.000000000001,-0.000109922253096716
0,351.562500000001,0.000209172061035594
0,353.125000000001,0.0004580370298152
0,354.687500000001,0.000653644436256432
0,356.250000000001,0.000886095873748844
0,357.812500000001,0.000983940080566291
0,359.375000000001,0.000775926117145833
0,360.937500000001,0.000361740077574735
0,362.500000000001,-9.89587342280069E-05
0,364.062500000001,-0.000563029502390336
0,365.625000000001,-0.000965818275437499
0,367.187500000001,-0.00117864284047678
0,368.750000000001,-0.00106126893838921
0,370.312500000001,-0.000841420570944455
0,371.875000000001,-0.000660431049204523
0,373.437500000001,-0.000441944865751588
0,375.000000000001,-0.000122435122637087
0,376.562500000001,0.00019637937114816
0,378.125000000001,0.000441983405865512
0,379.687500000001,0.000636687369133498
0,381.250000000001,0.000876253325240488
0,382.812500000001,0.00097366143919819
0,384.375000000001,0.00076884913210822
0,385.937500000001,0.000356743285873267
0,387.500000000001,-0.000102767095360043
0,389.062500000001,-0.000566466179962905
0,390.625000000001,-0.000965499527242903
0,392.187500000001,-0.00117914615629044
0,393.750000000001,-0.00106500927428279
0,395.312500000001,-0.000844535076763537
0,396.875000000001,-0.000656044294558713
0,398.437500000001,-0.000444214468627152
0,400.000000000001,-0.00011619842870071
0,401.562500000001,0.000196112530392546
0,403.125000000002,0.000443256973368771
0,404.687500000002,0.000639048773923371
0,406.250000000002,0.000875342149289009
0,407.812500000002,0.000971077271059603
0,409.375000000002,0.000769519858225415
0,410.937500000002,0.000355828845901754
0,412.500000000002,-0.000102076272760541
0,414.062500000002,-0.000565586846497312
0,415.625000000002,-0.000967856799483841
0,417.187500000002,-0.00117363250867335
0,418.750000000002,-0.00106369980199895
0,420.312500000002,-0.00084277961745285
0,421.875000000002,-0.000664367633366527
0,423.437500000002,-0.000442294761162906
0,425.000000000002,-0.00012225709480009
0,426.562500000002,0.000199577407023775
0,428.125000000002,0.000447274918454634
0,429.687500000002,0.000636270934045356
0,431.250000000002,0.000874993020512512
0,432.812500000002,0.000972736020553446
0,434.375000000002,0.000765877468809991
0,435.937500000002,0.000351460868672991
0,437.500000000002,-0.00010435543214448
0,439.062500000002,-0.000568847439068538
0,440.625000000002,-0.000970484216978173
0,442.187500000002,-0.00117506862039067
0,443.750000000002,-0.00106673713886591
0,445.312500000002,-0.00084336689320394
0,446.875000000002,-0.000657608678607184
0,448.437500000002,-0.000438629702010781
0,450,-0.000118922288958402
