"Id_Set []","Time [ms]","PsiD [Wb]"
-200,300,0.0437998584265851
-200,301.5625,0.0438863119648266
-200,303.125,0.0441405860166962
-200,304.6875,0.0443823984033738
-200,306.25,0.0447084068624266
-200,307.8125,0.045144676350518
-200,309.375,0.0455273137090988
-200,310.9375,0.0457094263776953
-200,312.5,0.0457807611619431
-200,314.0625,0.0457057915567913
-200,315.625,0.0455061085333074
-200,317.1875,0.0451241271212572
-200,318.75,0.0446922484084806
-200,320.3125,0.044378175924424
-200,321.875,0.044133925345178
-200,323.4375,0.0438931634743451
-200,325,0.0437978261095845
-200,326.5625,0.0438825397077468
-200,328.125,0.0441341636430743
-200,329.6875,0.0443787943956168
-200,331.25,0.0447068210681401
-200,332.812500000001,0.0451428368794667
-200,334.375000000001,0.045526439625398
-200,335.937500000001,0.0457084830023164
-200,337.500000000001,0.045779499946139
-200,339.062500000001,0.0457062056080496
-200,340.625000000001,0.0455073660180239
-200,342.187500000001,0.0451217004369133
-200,343.750000000001,0.0446922811376918
-200,345.312500000001,0.0443753798033443
-200,346.875000000001,0.0441350966016895
-200,348.437500000001,0.0438951465581424
-200,350.000000000001,0.0437940400751639
-200,351.562500000001,0.0438823678354227
-200,353.125000000001,0.0441319578474617
-200,354.687500000001,0.0443775182380597
-200,356.250000000001,0.0447073768627006
-200,357.812500000001,0.0451432873771019
-200,359.375000000001,0.0455283350124062
-200,360.937500000001,0.0457096540052129
-200,362.500000000001,0.0457802804162151
-200,364.062500000001,0.0457078715517971
-200,365.625000000001,0.0455015855037392
-200,367.187500000001,0.0451250373101157
-200,368.750000000001,0.0446967217032564
-200,370.312500000001,0.0443748003919651
-200,371.875000000001,0.044134943994369
-200,373.437500000001,0.0438989651970478
-200,375.000000000001,0.0437957390967668
-200,376.562500000001,0.0438830013978616
-200,378.125000000001,0.0441363248329893
-200,379.687500000001,0.0443798934255582
-200,381.250000000001,0.0447058851671972
-200,382.812500000001,0.0451437724247652
-200,384.375000000001,0.0455259927098234
-200,385.937500000001,0.0457070726990947
-200,387.500000000001,0.0457771641028876
-200,389.062500000001,0.0457044993119529
-200,390.625000000001,0.0455071798514536
-200,392.187500000001,0.0451236982659658
-200,393.750000000001,0.044693506087616
-200,395.312500000001,0.0443799070903794
-200,396.875000000001,0.0441326785187553
-200,398.437500000001,0.0438941055162892
-200,400.000000000001,0.0437977598574711
-200,401.562500000001,0.043883568126914
-200,403.125000000002,0.0441332737504704
-200,404.687500000002,0.0443766270945764
-200,406.250000000002,0.044706271747183
-200,407.812500000002,0.0451415820663232
-200,409.375000000002,0.0455273258189755
-200,410.937500000002,0.0457091892230724
-200,412.500000000002,0.0457783922053269
-200,414.062500000002,0.0457057240299061
-200,415.625000000002,0.0455062554348944
-200,417.187500000002,0.0451226698648483
-200,418.750000000002,0.0446943828852269
-200,420.312500000002,0.0443765791291947
-200,421.875000000002,0.044135481360263
-200,423.437500000002,0.0438941016230456
-200,425.000000000002,0.0437935498571267
-200,426.562500000002,0.0438814039276616
-200,428.125000000002,0.0441314722223306
-200,429.687500000002,0.0443769703116991
-200,431.250000000002,0.0447088743291918
-200,432.812500000002,0.0451429765546832
-200,434.375000000002,0.0455293955915761
-200,435.937500000002,0.0457082737273371
-200,437.500000000002,0.0457789054630652
-200,439.062500000002,0.0457058121318157
-200,440.625000000002,0.0454994036097421
-200,442.187500000002,0.0451231861410892
-200,443.750000000002,0.0446955373178217
-200,445.312500000002,0.0443711094345853
-200,446.875000000002,0.0441319908374087
-200,448.437500000002,0.0438977808935244
-200,450,0.0437928647609793
-180,300,0.0470757387182895
-180,301.5625,0.0471565725499105
-180,303.125,0.0473991602418876
-180,304.6875,0.0476272327426964
-180,306.25,0.0479228585628874
-180,307.8125,0.0483188268183857
-180,309.375,0.0486664124737085
-180,310.9375,0.0488390743289366
-180,312.5,0.0489031293317121
-180,314.0625,0.0488392066514196
-180,315.625,0.0486541131594634
-180,317.1875,0.0483062980777934
-180,318.75,0.0479114176200735
-180,320.3125,0.0476321149139979
-180,321.875,0.0473952725323447
-180,323.4375,0.0471690011708952
-180,325,0.0470786172764848
-180,326.5625,0.0471586338282771
-180,328.125,0.0473946961141887
-180,329.6875,0.0476257830408235
-180,331.25,0.0479226309637498
-180,332.812500000001,0.0483182313344605
-180,334.375000000001,0.0486666288689492
-180,335.937500000001,0.0488393028553568
-180,337.500000000001,0.0489035119644404
-180,339.062500000001,0.0488419448021109
-180,340.625000000001,0.0486557068100171
-180,342.187500000001,0.0483071216827443
-180,343.750000000001,0.0479147149083065
-180,345.312500000001,0.0476291925476334
-180,346.875000000001,0.0473982643258352
-180,348.437500000001,0.0471692674959786
-180,350.000000000001,0.0470743533354485
-180,351.562500000001,0.0471568763750001
-180,353.125000000001,0.0473938775656078
-180,354.687500000001,0.0476242135256939
-180,356.250000000001,0.0479236702857199
-180,357.812500000001,0.0483175610287802
-180,359.375000000001,0.0486681158225394
-180,360.937500000001,0.0488370107516037
-180,362.500000000001,0.0489025574631545
-180,364.062500000001,0.0488408763845984
-180,365.625000000001,0.0486487266301391
-180,367.187500000001,0.0483080983569397
-180,368.750000000001,0.0479159803140878
-180,370.312500000001,0.0476295508475592
-180,371.875000000001,0.0473985859857398
-180,373.437500000001,0.0471747192131991
-180,375.000000000001,0.0470763560606666
-180,376.562500000001,0.047155419686104
-180,378.125000000001,0.0473983002303184
-180,379.687500000001,0.0476266725151509
-180,381.250000000001,0.0479204584104064
-180,382.812500000001,0.048316555087819
-180,384.375000000001,0.0486653619014063
-180,385.937500000001,0.0488369736677247
-180,387.500000000001,0.0489000744506547
-180,389.062500000001,0.0488346241310719
-180,390.625000000001,0.0486516623592697
-180,392.187500000001,0.0483049115126038
-180,393.750000000001,0.0479095709085046
-180,395.312500000001,0.0476317200505304
-180,396.875000000001,0.0473955099926882
-180,398.437500000001,0.0471680631577414
-180,400.000000000001,0.0470759156877975
-180,401.562500000001,0.0471582336615865
-180,403.125000000002,0.0473938044741969
-180,404.687500000002,0.0476243917210477
-180,406.250000000002,0.0479219280161969
-180,407.812500000002,0.0483175222749934
-180,409.375000000002,0.0486663453391854
-180,410.937500000002,0.0488388104532573
-180,412.500000000002,0.0489013775646288
-180,414.062500000002,0.0488385914537041
-180,415.625000000002,0.0486535841894537
-180,417.187500000002,0.0483073016733498
-180,418.750000000002,0.0479125087136518
-180,420.312500000002,0.0476295158931042
-180,421.875000000002,0.0473975766111224
-180,423.437500000002,0.0471687792174432
-180,425.000000000002,0.0470733020616576
-180,426.562500000002,0.0471584224750381
-180,428.125000000002,0.0473927347690532
-180,429.687500000002,0.0476244346088452
-180,431.250000000002,0.0479239619207171
-180,432.812500000002,0.048317979473038
-180,434.375000000002,0.0486682781030421
-180,435.937500000002,0.0488391561925267
-180,437.500000000002,0.0489023114340002
-180,439.062500000002,0.0488420217188868
-180,440.625000000002,0.0486474019338182
-180,442.187500000002,0.048307525727865
-180,443.750000000002,0.0479149565117162
-180,445.312500000002,0.0476248289530576
-180,446.875000000002,0.0473960994299018
-180,448.437500000002,0.0471715639921426
-180,450,0.0470721611736983
-160,300,0.0503712086406304
-160,301.5625,0.0504434206343328
-160,303.125,0.0506724981790408
-160,304.6875,0.0508839760956749
-160,306.25,0.0511539360650859
-160,307.8125,0.0515122635253067
-160,309.375,0.0518195698923003
-160,310.9375,0.0519711523789523
-160,312.5,0.0520309235151331
-160,314.0625,0.0519734059468466
-160,315.625,0.0518129664983135
-160,317.1875,0.0515052735576946
-160,318.75,0.0511475659367607
-160,320.3125,0.0508944422321571
-160,321.875,0.0506700806604881
-160,323.4375,0.0504557066153796
-160,325,0.0503744080425896
-160,326.5625,0.0504441575066388
-160,328.125,0.0506645640239868
-160,329.6875,0.0508821803241711
-160,331.25,0.0511556585386878
-160,332.812500000001,0.0515107731281161
-160,334.375000000001,0.0518243348192572
-160,335.937500000001,0.0519750663306223
-160,337.500000000001,0.0520298395378578
-160,339.062500000001,0.0519740470076987
-160,340.625000000001,0.0518135903519957
-160,342.187500000001,0.0515026349484506
-160,343.750000000001,0.0511468922388466
-160,345.312500000001,0.050886587222416
-160,346.875000000001,0.0506688424857621
-160,348.437500000001,0.0504547775816443
-160,350.000000000001,0.0503669341664613
-160,351.562500000001,0.0504403211647665
-160,353.125000000001,0.0506623277826879
-160,354.687500000001,0.0508773407681845
-160,356.250000000001,0.0511534665878055
-160,357.812500000001,0.0515087581224396
-160,359.375000000001,0.0518220461284219
-160,360.937500000001,0.0519723344829534
-160,362.500000000001,0.0520294280454139
-160,364.062500000001,0.0519744245207098
-160,365.625000000001,0.0518100976800563
-160,367.187500000001,0.0515047754205648
-160,368.750000000001,0.0511521129681102
-160,370.312500000001,0.0508905410935654
-160,371.875000000001,0.0506686205900268
-160,373.437500000001,0.0504591652120499
-160,375.000000000001,0.0503687371966758
-160,376.562500000001,0.0504399313454418
-160,378.125000000001,0.0506673147487572
-160,379.687500000001,0.0508778179631861
-160,381.250000000001,0.0511500360973813
-160,382.812500000001,0.05150872016673
-160,384.375000000001,0.0518195010582139
-160,385.937500000001,0.0519708245041944
-160,387.500000000001,0.0520303626779443
-160,389.062500000001,0.0519699558610241
-160,390.625000000001,0.0518131724689121
-160,392.187500000001,0.0515039341826548
-160,393.750000000001,0.051145714345427
-160,395.312500000001,0.0508926993806022
-160,396.875000000001,0.0506690368833961
-160,398.437500000001,0.0504546494082629
-160,400.000000000001,0.0503705233035645
-160,401.562500000001,0.0504408080835546
-160,403.125000000002,0.0506634839511806
-160,404.687500000002,0.0508782960216354
-160,406.250000000002,0.0511495960392968
-160,407.812500000002,0.0515070942071847
-160,409.375000000002,0.0518201796184632
-160,410.937500000002,0.0519696213386988
-160,412.500000000002,0.0520285142267827
-160,414.062500000002,0.051971769014288
-160,415.625000000002,0.051811167652401
-160,417.187500000002,0.051501606374887
-160,418.750000000002,0.0511477207791698
-160,420.312500000002,0.0508877305256474
-160,421.875000000002,0.0506689530106245
-160,423.437500000002,0.0504524715365824
-160,425.000000000002,0.0503659477458186
-160,426.562500000002,0.0504423797147096
-160,428.125000000002,0.0506625084786913
-160,429.687500000002,0.0508787611707986
-160,431.250000000002,0.05115214567478
-160,432.812500000002,0.051507599748039
-160,434.375000000002,0.0518207999489456
-160,435.937500000002,0.0519728915911595
-160,437.500000000002,0.0520313558381348
-160,439.062500000002,0.0519762981866106
-160,440.625000000002,0.0518091816206509
-160,442.187500000002,0.0515048187267731
-160,443.750000000002,0.0511523769955348
-160,445.312500000002,0.0508874459961004
-160,446.875000000002,0.0506691864000592
-160,448.437500000002,0.0504572067378353
-160,450,0.0503677000518939
-140,300,0.0536839529980493
-140,301.5625,0.0537447940187922
-140,303.125,0.0539505529123347
-140,304.6875,0.0541426516693962
-140,306.25,0.0543941274135085
-140,307.8125,0.0547190204670076
-140,309.375,0.0549969878992384
-140,310.9375,0.0551190312417631
-140,312.5,0.0551715149970802
-140,314.0625,0.0551166763142501
-140,315.625,0.0549942431251096
-140,317.1875,0.0547176182375531
-140,318.75,0.0543969390942796
-140,320.3125,0.0541578960618166
-140,321.875,0.0539500227452506
-140,323.4375,0.0537577937005295
-140,325,0.0536855098861961
-140,326.5625,0.0537433585495276
-140,328.125,0.0539480342830037
-140,329.6875,0.0541433670391509
-140,331.25,0.054396720691112
-140,332.812500000001,0.0547180848765996
-140,334.375000000001,0.0549968498461682
-140,335.937500000001,0.0551200806659216
-140,337.500000000001,0.0551719913933189
-140,339.062500000001,0.0551195432039063
-140,340.625000000001,0.0549941256835345
-140,342.187500000001,0.0547159287657832
-140,343.750000000001,0.0543983198608305
-140,345.312500000001,0.0541559764981489
-140,346.875000000001,0.0539531785789353
-140,348.437500000001,0.0537565114430909
-140,350.000000000001,0.0536806599793753
-140,351.562500000001,0.0537446569886254
-140,353.125000000001,0.0539458806458759
-140,354.687500000001,0.0541437025665511
-140,356.250000000001,0.0543978570061026
-140,357.812500000001,0.0547194315514056
-140,359.375000000001,0.0550000111791022
-140,360.937500000001,0.0551200360946069
-140,362.500000000001,0.0551746713213869
-140,364.062500000001,0.0551234374234606
-140,365.625000000001,0.0549912064189164
-140,367.187500000001,0.0547194973467526
-140,368.750000000001,0.0544028223511033
-140,370.312500000001,0.0541576247177875
-140,371.875000000001,0.0539543754050416
-140,373.437500000001,0.0537634213678723
-140,375.000000000001,0.0536858884014419
-140,376.562500000001,0.0537463676927809
-140,378.125000000001,0.0539524607491506
-140,379.687500000001,0.0541459627193458
-140,381.250000000001,0.0543968118752503
-140,382.812500000001,0.0547221957331422
-140,384.375000000001,0.0549985564092816
-140,385.937500000001,0.0551215055500649
-140,387.500000000001,0.0551748935464527
-140,389.062500000001,0.0551187417565461
-140,390.625000000001,0.0549952850192779
-140,392.187500000001,0.0547168770564398
-140,393.750000000001,0.0543968994440455
-140,395.312500000001,0.0541587569860117
-140,396.875000000001,0.0539500940244184
-140,398.437500000001,0.0537564472518805
-140,400.000000000001,0.0536849114198007
-140,401.562500000001,0.0537439355225205
-140,403.125000000002,0.0539460530223374
-140,404.687500000002,0.0541420243336242
-140,406.250000000002,0.0543954783125825
-140,407.812500000002,0.0547191942510905
-140,409.375000000002,0.0549977053952821
-140,410.937500000002,0.0551212226257206
-140,412.500000000002,0.0551736622947981
-140,414.062500000002,0.0551179519703234
-140,415.625000000002,0.0549942467460887
-140,417.187500000002,0.0547149465320319
-140,418.750000000002,0.0543986607482618
-140,420.312500000002,0.0541544409446015
-140,421.875000000002,0.0539521712221807
-140,423.437500000002,0.0537561663345396
-140,425.000000000002,0.0536787317165842
-140,426.562500000002,0.0537435750908883
-140,428.125000000002,0.0539444181169534
-140,429.687500000002,0.054140121176439
