"Id_Set []","Time [ms]","PsiD [Wb]"
-50,3,0.0686973276666774
-50,3.015625,0.0687220098954191
-50,3.03125,0.0688351731788475
-50,3.046875,0.0689533763042439
-50,3.0625,0.0691018869383042
-50,3.078125,0.0692716057642614
-50,3.09375,0.0694287675742703
-50,3.109375,0.0695028835038038
-50,3.125,0.0695470248966819
-50,3.140625,0.0695143081213774
-50,3.15625,0.0694593611426826
-50,3.171875,0.0693100991130595
-50,3.1875,0.0691416243530907
-50,3.203125,0.0689858657887083
-50,3.21875,0.0688583862115353
-50,3.234375,0.0687378431873617
-50,3.25,0.0686977385010149
-50,3.265625,0.0687193636150015
-50,3.28125,0.0688321722699123
-50,3.296875,0.0689504597133656
-50,3.3125,0.0690982956311705
-50,3.328125,0.0692695867781555
-50,3.34375,0.0694266022387443
-50,3.359375,0.0694999179836066
-50,3.375,0.0695447412913428
-50,3.390625,0.0695133621698379
-50,3.40625,0.0694569668294795
-50,3.421875,0.0693105166259563
-50,3.4375,0.0691435143037333
-50,3.453125,0.0689852229668949
-50,3.46875,0.0688599369236657
-50,3.484375,0.0687383972190169
-50,3.5,0.0686976842449137
-50,3.515625,0.0687210886072941
-50,3.53125,0.0688329907091495
-50,3.546875,0.0689522248583226
-50,3.5625,0.0691025677237133
-50,3.578125,0.0692702258211192
-50,3.59375,0.0694290302747046
-50,3.609375,0.0695030779420394
-50,3.625,0.0695464132443735
-50,3.640625,0.0695162315521423
-50,3.65625,0.0694564885942747
-50,3.671875,0.0693110654284858
-50,3.6875,0.0691444361819431
-50,3.703125,0.068983586228987
-50,3.71875,0.0688619014728857
-50,3.734375,0.0687418751955102
-50,3.75,0.0686977480948793
-50,3.765625,0.0687208761490244
-50,3.78125,0.0688352189638569
-50,3.796875,0.0689526783087067
-50,3.8125,0.0690998133083544
-50,3.828125,0.069271391251375
-50,3.84375,0.0694289910413643
-50,3.859375,0.0695036434424823
-50,3.875,0.0695472490477248
-50,3.890625,0.0695148481181543
-50,3.90625,0.0694599164250818
-50,3.921875,0.0693113091476524
-50,3.9375,0.0691424507824747
-50,3.953125,0.0689872379613756
-50,3.96875,0.0688594740079657
-50,3.984375,0.0687399416827591
-50,4,0.068699625735761
-50,4.015625,0.0687215311946046
-50,4.03125,0.0688348824903851
-50,4.046875,0.0689523838725174
-50,4.0625,0.0691012628585875
-50,4.078125,0.0692715574012548
-50,4.09375,0.0694286427659828
-50,4.109375,0.0695018825895878
-50,4.125,0.0695469053308246
-50,4.140625,0.0695150980025478
-50,4.15625,0.0694585767581869
-50,4.171875,0.0693101098352541
-50,4.1875,0.0691415151769072
-50,4.203125,0.0689821431699504
-50,4.21875,0.0688574264278949
-50,4.234375,0.0687386392007409
-50,4.25,0.0686960059806779
-50,4.265625,0.0687189577497073
-50,4.28125,0.0688312708862441
-50,4.296875,0.0689491596182779
-50,4.3125,0.0691000912241518
-50,4.328125,0.0692679221563371
-50,4.34375,0.0694270910309116
-50,4.359375,0.0695011493858424
-50,4.375,0.0695439762561947
-50,4.390625,0.0695118776229452
-50,4.40625,0.0694512544980637
-50,4.421875,0.0693055946236812
-50,4.4375,0.0691392351151048
-50,4.453125,0.0689789436514427
-50,4.46875,0.0688532055265505
-50,4.484375,0.0687337740732004
-50,4.5,0.0686893088531445
-45,3,0.0695408885959911
-45,3.015625,0.0695649837776975
-45,3.03125,0.0696738482877552
-45,3.046875,0.069787443490705
-45,3.0625,0.0699304314226617
-45,3.078125,0.0700923304580995
-45,3.09375,0.0702413767935653
-45,3.109375,0.0703145204854331
-45,3.125,0.0703565368673768
-45,3.140625,0.0703252773899209
-45,3.15625,0.0702717919204365
-45,3.171875,0.0701290552337279
-45,3.1875,0.0699683121001463
-45,3.203125,0.0698171854049274
-45,3.21875,0.0696937984368643
-45,3.234375,0.0695786462473695
-45,3.25,0.0695401770090175
-45,3.265625,0.0695609287135671
-45,3.28125,0.0696686071365946
-45,3.296875,0.0697836634576296
-45,3.3125,0.0699267561432192
-45,3.328125,0.070089551393274
-45,3.34375,0.0702392605927412
-45,3.359375,0.070310191237503
-45,3.375,0.070353763695422
-45,3.390625,0.0703228624084219
-45,3.40625,0.0702685703960037
-45,3.421875,0.0701283721344363
-45,3.4375,0.0699684739342107
-45,3.453125,0.0698157094686313
-45,3.46875,0.0696958154438913
-45,3.484375,0.069580170211826
-45,3.5,0.0695409266725261
-45,3.515625,0.0695637301331581
-45,3.53125,0.0696704657711344
-45,3.546875,0.0697854095715746
-45,3.5625,0.0699295986873296
-45,3.578125,0.0700899064152991
-45,3.59375,0.0702422040980797
-45,3.609375,0.0703137627927952
-45,3.625,0.0703557048052039
-45,3.640625,0.070326927085047
-45,3.65625,0.0702687391273531
-45,3.671875,0.0701303524806339
-45,3.6875,0.0699706626379966
-45,3.703125,0.0698155681382445
-45,3.71875,0.0696964138973385
-45,3.734375,0.0695819194597831
-45,3.75,0.0695407720780404
-45,3.765625,0.0695632662940312
-45,3.78125,0.069672678864747
-45,3.796875,0.069785945061534
-45,3.8125,0.0699283685180802
-45,3.828125,0.0700914676144445
-45,3.84375,0.0702420140076129
-45,3.859375,0.0703138857702921
-45,3.875,0.0703564195902724
-45,3.890625,0.0703254478863699
-45,3.90625,0.0702716931542836
-45,3.921875,0.0701299233802089
-45,3.9375,0.0699689522094762
-45,3.953125,0.0698193856105961
-45,3.96875,0.0696955451528721
-45,3.984375,0.0695811990915878
-45,4,0.0695423232662238
-45,4.015625,0.0695634416311978
-45,4.03125,0.0696723851346701
-45,4.046875,0.0697861572515733
-45,4.0625,0.0699281824814998
-45,4.078125,0.0700912573424872
-45,4.09375,0.0702419246952975
-45,4.109375,0.0703125182864431
-45,4.125,0.0703564359251676
-45,4.140625,0.0703254146475145
-45,4.15625,0.0702701585473538
-45,4.171875,0.0701283028258986
-45,4.1875,0.0699673825687992
-45,4.203125,0.0698150157766514
-45,4.21875,0.0696936625136066
-45,4.234375,0.0695781374723167
-45,4.25,0.0695384239066749
-45,4.265625,0.0695601861276189
-45,4.28125,0.0696675687969728
-45,4.296875,0.0697821915754416
-45,4.3125,0.0699277596004413
-45,4.328125,0.0700883079805844
-45,4.34375,0.0702387809231609
-45,4.359375,0.0703095467691638
