"Id_Set []","Time [ms]","PsiD [Wb]"
-50,300,0.0686646144335538
-50,301.5625,0.0686937443846947
-50,303.125,0.0688085515448047
-50,304.6875,0.0689243430688088
-50,306.25,0.0690750277907779
-50,307.8125,0.0692464099726675
-50,309.375,0.0694064845944874
-50,310.9375,0.0694775257130698
-50,312.5,0.069519977659397
-50,314.0625,0.0694754601215748
-50,315.625,0.0694066748536346
-50,317.1875,0.0692473537641441
-50,318.75,0.0690774405632384
-50,320.3125,0.0689270583478593
-50,321.875,0.068808425767145
-50,323.4375,0.0686976163533265
-50,325,0.0686670381901421
-50,326.5625,0.068694822399304
-50,328.125,0.0688079156676832
-50,329.6875,0.0689242206113554
-50,331.25,0.0690752026533748
-50,332.812500000001,0.0692465177279786
-50,334.375000000001,0.0694067485252101
-50,335.937500000001,0.0694768418838942
-50,337.500000000001,0.0695199630586584
-50,339.062500000001,0.0694758900213376
-50,340.625000000001,0.0694054505254241
-50,342.187500000001,0.0692469009680946
-50,343.750000000001,0.0690774135712725
-50,345.312500000001,0.0689237742381557
-50,346.875000000001,0.0688091479344906
-50,348.437500000001,0.0686962962075679
-50,350.000000000001,0.0686644463822945
-50,351.562500000001,0.0686940248850985
-50,353.125000000001,0.0688069320684263
-50,354.687500000001,0.0689237472730231
-50,356.250000000001,0.0690768389848022
-50,357.812500000001,0.0692459231601017
-50,359.375000000001,0.0694077698538469
-50,360.937500000001,0.0694792560537935
-50,362.500000000001,0.0695204493378736
-50,364.062500000001,0.0694781073130099
-50,365.625000000001,0.0694045311204572
-50,367.187500000001,0.0692479397102952
-50,368.750000000001,0.0690794435358039
-50,370.312500000001,0.0689230697600348
-50,371.875000000001,0.0688089032046723
-50,373.437500000001,0.0686986538111856
-50,375.000000000001,0.068664614412187
-50,376.562500000001,0.0686937443936447
-50,378.125000000001,0.0688085516216708
-50,379.687500000001,0.068924343075764
-50,381.250000000001,0.0690750279843546
-50,382.812500000001,0.0692464099718893
-50,384.375000000001,0.0694064844729296
-50,385.937500000001,0.0694775257225176
-50,387.500000000001,0.0695199775787885
-50,389.062500000001,0.0694754601179283
-50,390.625000000001,0.069406675190759
-50,392.187500000001,0.0692473537666066
-50,393.750000000001,0.0690774409023399
-50,395.312500000001,0.0689270583516358
-50,396.875000000001,0.068808425891116
-50,398.437500000001,0.0686976163542595
-50,400.000000000001,0.0686670381799369
-50,401.562500000001,0.068694822399098
-50,403.125000000002,0.0688079157170038
-50,404.687500000002,0.0689242206093994
-50,406.250000000002,0.0690752029610964
-50,407.812500000002,0.0692465177277879
-50,409.375000000002,0.0694067487088018
-50,410.937500000002,0.0694768418840959
-50,412.500000000002,0.0695199630484257
-50,414.062500000002,0.0694758900213401
-50,415.625000000002,0.0694054508526613
-50,417.187500000002,0.0692469009713392
-50,418.750000000002,0.0690774135712962
-50,420.312500000002,0.0689237742381557
-50,421.875000000002,0.0688091479345003
-50,423.437500000002,0.0686962962075697
-50,425.000000000002,0.068664446382301
-50,426.562500000002,0.0686940248851022
-50,428.125000000002,0.0688069320684314
-50,429.687500000002,0.0689237472730344
-50,431.250000000002,0.06907683898481
-50,432.812500000002,0.0692459231601038
-50,434.375000000002,0.0694077698538522
-50,435.937500000002,0.0694792560537967
-50,437.500000000002,0.0695204493378771
-50,439.062500000002,0.0694781073130147
-50,440.625000000002,0.0694045311204598
-50,442.187500000002,0.0692479397103015
-50,443.750000000002,0.0690794435358044
-50,445.312500000002,0.0689230697600379
-50,446.875000000002,0.0688089032046803
-50,448.437500000002,0.0686986538111973
-50,450,0.068664614412186
-45,300,0.0695135257145967
-45,301.5625,0.0695412562144209
-45,303.125,0.0696509942364211
-45,304.6875,0.0697628090605323
-45,306.25,0.0699084380774701
-45,307.8125,0.0700718834097313
-45,309.375,0.0702255222901424
-45,310.9375,0.0702942590705485
-45,312.5,0.0703353262608419
-45,314.0625,0.0702924196822853
-45,315.625,0.0702258937107272
-45,317.1875,0.0700728163975253
-45,318.75,0.0699106907383468
-45,320.3125,0.0697654285856204
-45,321.875,0.069650942408178
-45,323.4375,0.0695448713396785
-45,325,0.0695159483931015
-45,326.5625,0.0695423219772568
-45,328.125,0.0696504632855885
-45,329.6875,0.0697627109864051
-45,331.25,0.0699085858194898
-45,332.812500000001,0.0700720167386782
-45,334.375000000001,0.0702257829210665
-45,335.937500000001,0.0702935603069448
-45,337.500000000001,0.0703353212913811
-45,339.062500000001,0.0702928072062051
-45,340.625000000001,0.0702246256830016
-45,342.187500000001,0.0700723791190384
-45,343.750000000001,0.0699105896265545
-45,345.312500000001,0.069762184641554
-45,346.875000000001,0.0696516324246921
-45,348.437500000001,0.0695435223452797
-45,350.000000000001,0.0695134365416468
-45,351.562500000001,0.0695415230235911
-45,353.125000000001,0.0696494719419163
-45,354.687500000001,0.0697622294840101
-45,356.250000000001,0.0699102027055335
-45,357.812500000001,0.0700713598900701
-45,359.375000000001,0.0702267292523529
-45,360.937500000001,0.0702959411156665
-45,362.500000000001,0.070335747118327
-45,364.062500000001,0.0702949498235366
-45,365.625000000001,0.0702237978599311
-45,367.187500000001,0.0700733090672
-45,368.750000000001,0.06991251355236
-45,370.312500000001,0.0697614698319033
-45,371.875000000001,0.0696513572523123
-45,373.437500000001,0.0695457555151226
-45,375.000000000001,0.0695135256966166
-45,376.562500000001,0.0695412562256647
-45,378.125000000001,0.0696509943099963
-45,379.687500000001,0.0697628090670121
-45,381.250000000001,0.0699084382682732
-45,382.812500000001,0.0700718834090242
-45,384.375000000001,0.0702255221577157
-45,385.937500000001,0.0702942590802341
-45,387.500000000001,0.0703353261718133
-45,389.062500000001,0.070292419678306
-45,390.625000000001,0.0702258940498343
-45,392.187500000001,0.070072816399054
-45,393.750000000001,0.0699106910624056
-45,395.312500000001,0.0697654285893012
-45,396.875000000001,0.0696509425317345
-45,398.437500000001,0.0695448713406225
-45,400.000000000001,0.0695159483850945
-45,401.562500000001,0.0695423219770028
-45,403.125000000002,0.0696504633335954
-45,404.687500000002,0.0697627109844859
-45,406.250000000002,0.0699085861289413
-45,407.812500000002,0.0700720167385454
-45,409.375000000002,0.0702257831018226
-45,410.937500000002,0.070293560307225
-45,412.500000000002,0.0703353212812267
-45,414.062500000002,0.0702928072062077
-45,415.625000000002,0.0702246260089969
-45,417.187500000002,0.0700723791218835
-45,418.750000000002,0.0699105896265818
-45,420.312500000002,0.0697621846415551
-45,421.875000000002,0.0696516324246989
-45,423.437500000002,0.0695435223452828
-45,425.000000000002,0.0695134365416486
-45,426.562500000002,0.0695415230235949
-45,428.125000000002,0.0696494719419193
-45,429.687500000002,0.0697622294840162
-45,431.250000000002,0.0699102027055407
-45,432.812500000002,0.0700713598900751
-45,434.375000000002,0.0702267292523577
-45,435.937500000002,0.0702959411156752
-45,437.500000000002,0.0703357471183317
-45,439.062500000002,0.0702949498235464
-45,440.625000000002,0.0702237978599375
-45,442.187500000002,0.0700733090672061
-45,443.750000000002,0.0699125135523645
-45,445.312500000002,0.0697614698319013
-45,446.875000000002,0.0696513572523201
-45,448.437500000002,0.0695457555151301
-45,450,0.0695135256966151
-40,300,0.0703629927706546
-40,301.5625,0.0703894146957827
-40,303.125,0.0704941428553702
